FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,operateur,geometry,lon,lat,operateur_clean,zone
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d95,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),"Moov, Togocom",POINT (1.1396516666666665 8.983015),1.1396516666666665,8.983015,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d94,Centrale,Tchaoudjo,Tchaoudjo 1,Kpangalam,"Moov, Togocom",POINT (1.135608852009167 9.007590740944334),1.135608852009167,9.007590740944334,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d93,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Togocom,POINT (1.1713716666666667 8.954061666666666),1.1713716666666667,8.954061666666666,Togocom,Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d92,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Togocom,POINT (1.1239666429071724 8.998910465155214),1.1239666429071724,8.998910465155214,Togocom,Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d91,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Togocom,POINT (1.16969 8.954568333333333),1.16969,8.954568333333333,Togocom,Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d90,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),"Moov, Togocom",POINT (1.126724535508531 8.994517526538928),1.126724535508531,8.994517526538928,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d8f,Centrale,Tchaoudjo,Tchaoudjo 1,Kadambara,Togocom,POINT (1.1658638582165188 8.955560991400372),1.1658638582165188,8.955560991400372,Togocom,Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d8e,Centrale,Tchaoudjo,Tchaoudjo 1,Kadambara,Togocom,POINT (1.165499568385109 8.95568042148984),1.165499568385109,8.95568042148984,Togocom,Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d8d,Centrale,Tchaoudjo,Tchaoudjo 1,Kpangalam,"Moov, Togocom",POINT (1.1398893380462904 9.018572920502658),1.1398893380462904,9.018572920502658,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d8c,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Togocom,POINT (1.1395916666666668 8.982501666666668),1.1395916666666668,8.982501666666668,Togocom,Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d8b,Centrale,Tchamba,Tchamba 2,Bago,"Moov, Togocom",POINT (1.4033661729373106 8.520429424882236),1.4033661729373106,8.520429424882236,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d8a,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),"Moov, Togocom",POINT (1.1284399379806573 8.99332048999898),1.1284399379806573,8.99332048999898,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d89,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Togocom,POINT (1.1290568388135134 8.992424090378478),1.1290568388135134,8.992424090378478,Togocom,Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d88,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Togocom,POINT (1.1603618422838116 8.968420805496093),1.1603618422838116,8.968420805496093,Togocom,Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d87,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),"Moov, Togocom",POINT (1.129387116162595 8.992034661361847),1.129387116162595,8.992034661361847,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d86,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),"Moov, Togocom",POINT (1.137349615411721 8.978957112603982),1.137349615411721,8.978957112603982,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d85,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Togocom,POINT (1.150575107275962 8.969375237928368),1.150575107275962,8.969375237928368,Togocom,Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d84,Centrale,Tchamba,Tchamba 3,Goubi,"Moov, Togocom",POINT (1.4147383403718339 8.555794561986607),1.4147383403718339,8.555794561986607,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d83,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Togocom,POINT (1.1437166666666667 8.976225),1.1437166666666667,8.976225,Togocom,Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d82,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Togocom,POINT (1.1637266063577234 8.977534981875538),1.1637266063577234,8.977534981875538,Togocom,Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d81,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Togocom,POINT (1.1612216666666666 8.978263333333333),1.1612216666666666,8.978263333333333,Togocom,Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d80,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Togocom,POINT (1.1522285852495933 8.981275652845424),1.1522285852495933,8.981275652845424,Togocom,Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d7f,Kara,Bassar,Bassar 1,Bassar,"Moov, Togocom",POINT (0.7823814102540307 9.265415531132252),0.7823814102540307,9.265415531132252,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d7e,Kara,Bassar,Bassar 1,Bassar,Nsp,POINT (0.7846616666666667 9.266818333333333),0.7846616666666667,9.266818333333333,Inconnu,Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d7d,Kara,Bassar,Bassar 1,Bassar,"Moov, Togocom",POINT (0.7859078646567303 9.26601530356843),0.7859078646567303,9.26601530356843,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d7c,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),"Moov, Togocom",POINT (1.145146673045944 8.98035116182978),1.145146673045944,8.98035116182978,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d7b,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Togocom,POINT (1.1415216666666665 8.976356666666668),1.1415216666666665,8.976356666666668,Togocom,Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d7a,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),"Moov, Togocom",POINT (1.1429233333333333 8.975815),1.1429233333333333,8.975815,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d79,Centrale,Tchaoudjo,Tchaoudjo 1,Tchalo,"Moov, Togocom",POINT (1.1151166666666665 8.930341666666667),1.1151166666666665,8.930341666666667,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d78,Kara,Bassar,Bassar 1,Bassar,Togocom,POINT (0.7826588928076443 9.265356662221013),0.7826588928076443,9.265356662221013,Togocom,Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d77,Centrale,Tchaoudjo,Tchaoudjo 1,Kpangalam,"Moov, Togocom",POINT (1.1330509932970503 9.012791588272753),1.1330509932970503,9.012791588272753,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d76,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),"Moov, Togocom",POINT (1.164194923448669 8.970414874732235),1.164194923448669,8.970414874732235,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d75,Centrale,Tchaoudjo,Tchaoudjo 1,Kpangalam,"Moov, Togocom",POINT (1.1349429986265704 9.011994546314638),1.1349429986265704,9.011994546314638,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d74,Centrale,Tchaoudjo,Tchaoudjo 1,Tchalo,"Moov, Togocom",POINT (1.1108743747047578 8.927401273894631),1.1108743747047578,8.927401273894631,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d73,Maritime,Lacs,Lacs 3,Agbodrafo,Nsp,POINT (1.504315 6.2132000000000005),1.504315,6.2132000000000005,Inconnu,Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d72,Centrale,Tchaoudjo,Tchaoudjo 1,Tchalo,"Moov, Togocom",POINT (1.108759374704758 8.92648667430814),1.108759374704758,8.92648667430814,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d71,Centrale,Tchaoudjo,Tchaoudjo 3,Kéméni,Togocom,POINT (1.2476083333333332 9.235494999999998),1.2476083333333332,9.235494999999998,Togocom,Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d70,Kara,Bassar,Bassar 1,Bassar,"Moov, Togocom",POINT (0.78645 9.270299999999999),0.78645,9.270299999999999,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d6f,Centrale,Tchaoudjo,Tchaoudjo 1,Tchalo,Togocom,POINT (1.1127400689523739 8.92890309106176),1.1127400689523739,8.92890309106176,Togocom,Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d6e,Centrale,Tchaoudjo,Tchaoudjo 1,Kparataou,Nsp,POINT (1.2883883333333332 8.956281666666666),1.2883883333333332,8.956281666666666,Inconnu,Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d6d,Centrale,Tchaoudjo,Tchaoudjo 3,Kéméni,"Moov, Togocom",POINT (1.2456829728056011 9.235746302664912),1.2456829728056011,9.235746302664912,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d6c,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Togocom,POINT (1.1600023356001794 8.972805283338555),1.1600023356001794,8.972805283338555,Togocom,Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d6b,Centrale,Tchaoudjo,Tchaoudjo 1,Tchalo,"Moov, Togocom",POINT (1.103709793142877 8.919414089565109),1.103709793142877,8.919414089565109,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d6a,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),"Moov, Togocom",POINT (1.1595869468757551 8.970862831221465),1.1595869468757551,8.970862831221465,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d69,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Togocom,POINT (1.1735838462615324 8.982747010907634),1.1735838462615324,8.982747010907634,Togocom,Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d68,Centrale,Tchaoudjo,Tchaoudjo 3,Kéméni,Togocom,POINT (1.2434809173360954 9.234293296481209),1.2434809173360954,9.234293296481209,Togocom,Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d67,Centrale,Tchaoudjo,Tchaoudjo 1,Kparataou,Togocom,POINT (1.2707249999999999 8.760185),1.2707249999999999,8.760185,Togocom,Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d66,Centrale,Tchaoudjo,Tchaoudjo 1,Tchalo,Togocom,POINT (1.0996370208762862 8.912678210620426),1.0996370208762862,8.912678210620426,Togocom,Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d65,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),"Moov, Togocom",POINT (1.1452155317753232 8.973945205706137),1.1452155317753232,8.973945205706137,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d64,Centrale,Tchaoudjo,Tchaoudjo 1,Kparataou,"Moov, Togocom",POINT (1.2706433333333333 8.759923333333335),1.2706433333333333,8.759923333333335,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d63,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Togocom,POINT (1.136795 8.995576666666667),1.136795,8.995576666666667,Togocom,Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d62,Centrale,Tchaoudjo,Tchaoudjo 2,Lama-Tessi,"Moov, Togocom",POINT (1.0873375059048425 8.892459966412249),1.0873375059048425,8.892459966412249,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d61,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),"Moov, Togocom",POINT (1.153215077856059 8.96653224981475),1.153215077856059,8.96653224981475,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d60,Kara,Bassar,Bassar 1,Bassar,"Moov, Togocom",POINT (0.7854983333333333 9.273893333333332),0.7854983333333333,9.273893333333332,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d5f,Centrale,Tchaoudjo,Tchaoudjo 3,Kéméni,"Moov, Togocom",POINT (1.2422591485600172 9.23162049112808),1.2422591485600172,9.23162049112808,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d5e,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Togocom,POINT (1.1550133786539227 8.976137898275395),1.1550133786539227,8.976137898275395,Togocom,Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d5d,Centrale,Tchaoudjo,Tchaoudjo 2,Lama-Tessi,"Moov, Togocom",POINT (1.08449145508567 8.886954340905788),1.08449145508567,8.886954340905788,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d5c,Centrale,Tchaoudjo,Tchaoudjo 2,Lama-Tessi,"Moov, Togocom",POINT (1.085134724190503 8.885640142831804),1.085134724190503,8.885640142831804,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d5b,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Togocom,POINT (1.1573179637435285 8.964852157911327),1.1573179637435285,8.964852157911327,Togocom,Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d5a,Centrale,Tchaoudjo,Tchaoudjo 1,Kparataou,Togocom,POINT (1.28113 8.81937),1.28113,8.81937,Togocom,Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d59,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Togocom,POINT (1.1700367211919889 8.978695591827796),1.1700367211919889,8.978695591827796,Togocom,Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d58,Centrale,Tchaoudjo,Tchaoudjo 2,Lama-Tessi,"Moov, Togocom",POINT (1.0845265311238552 8.885862936918654),1.0845265311238552,8.885862936918654,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d57,Centrale,Tchaoudjo,Tchaoudjo 2,Lama-Tessi,"Moov, Togocom",POINT (1.0836366666666666 8.885893333333334),1.0836366666666666,8.885893333333334,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d56,Centrale,Tchaoudjo,Tchaoudjo 1,Kpangalam,"Moov, Togocom",POINT (1.1356524617578265 9.00653817544694),1.1356524617578265,9.00653817544694,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d55,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),"Moov, Togocom",POINT (1.148923835419514 8.98329146380748),1.148923835419514,8.98329146380748,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d54,Centrale,Tchaoudjo,Tchaoudjo 3,Aléhéridè,"Moov, Togocom",POINT (1.2032817475171962 9.20579525514515),1.2032817475171962,9.20579525514515,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d53,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Togocom,POINT (1.1664051950566825 8.976311944335906),1.1664051950566825,8.976311944335906,Togocom,Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d52,Centrale,Tchaoudjo,Tchaoudjo 1,Kparataou,Togocom,POINT (1.2975616666666667 8.824805),1.2975616666666667,8.824805,Togocom,Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d51,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),"Moov, Togocom",POINT (1.1588754266909216 8.96182185271081),1.1588754266909216,8.96182185271081,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d50,Centrale,Tchaoudjo,Tchaoudjo 2,Lama-Tessi,"Moov, Togocom",POINT (1.08377118163811 8.88535073091002),1.08377118163811,8.88535073091002,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d4f,Centrale,Tchaoudjo,Tchaoudjo 3,Aléhéridè,Togocom,POINT (1.2017883333333332 9.205673333333333),1.2017883333333332,9.205673333333333,Togocom,Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d4e,Centrale,Tchaoudjo,Tchaoudjo 2,Lama-Tessi,"Moov, Togocom",POINT (1.0783452092190593 8.876293949337235),1.0783452092190593,8.876293949337235,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d4d,Centrale,Tchaoudjo,Tchaoudjo 1,Kadambara,Togocom,POINT (1.1595640878302964 8.960738414578476),1.1595640878302964,8.960738414578476,Togocom,Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d4c,Centrale,Tchaoudjo,Tchaoudjo 1,Kadambara,"Moov, Togocom",POINT (1.1481961243887295 8.95323525962476),1.1481961243887295,8.95323525962476,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d4b,Centrale,Tchaoudjo,Tchaoudjo 3,Aléhéridè,Nsp,POINT (1.2012466666666666 9.206751666666666),1.2012466666666666,9.206751666666666,Inconnu,Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d4a,Centrale,Tchaoudjo,Tchaoudjo 3,Aléhéridè,"Moov, Togocom",POINT (1.2012666666666665 9.206768333333335),1.2012666666666665,9.206768333333335,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d49,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Togocom,POINT (1.1645516666666667 8.98026),1.1645516666666667,8.98026,Togocom,Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d48,Centrale,Tchaoudjo,Tchaoudjo 2,Lama-Tessi,"Moov, Togocom",POINT (1.076195 8.867823333333332),1.076195,8.867823333333332,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d47,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Togocom,POINT (1.15862 8.962098333333333),1.15862,8.962098333333333,Togocom,Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d46,Kara,Bassar,Bassar 1,Bassar,Nsp,POINT (0.7808537529014177 9.273174665004731),0.7808537529014177,9.273174665004731,Inconnu,Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d45,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),"Moov, Togocom",POINT (1.1486698999045089 8.981742803057662),1.1486698999045089,8.981742803057662,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d44,Centrale,Tchaoudjo,Tchaoudjo 3,Aléhéridè,Togocom,POINT (1.2012533333333333 9.206316666666668),1.2012533333333333,9.206316666666668,Togocom,Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d43,Centrale,Tchaoudjo,Tchaoudjo 1,Kparataou,"Moov, Togocom",POINT (1.27635 8.840293333333333),1.27635,8.840293333333333,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d42,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Togocom,POINT (1.1579433333333333 8.962670000000001),1.1579433333333333,8.962670000000001,Togocom,Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d41,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),"Moov, Togocom",POINT (1.1424750000000001 8.993685),1.1424750000000001,8.993685,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d40,Centrale,Tchaoudjo,Tchaoudjo 1,Kparataou,Togocom,POINT (1.2760416666666667 8.84105),1.2760416666666667,8.84105,Togocom,Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d3f,Centrale,Tchaoudjo,Tchaoudjo 3,Aléhéridè,Togocom,POINT (1.2012516666666668 9.210258333333334),1.2012516666666668,9.210258333333334,Togocom,Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d3e,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),"Moov, Togocom",POINT (1.1630234416852236 8.980356283380207),1.1630234416852236,8.980356283380207,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d3d,Centrale,Tchaoudjo,Tchaoudjo 3,Aléhéridè,"Moov, Togocom",POINT (1.2011198180857496 9.206874260756654),1.2011198180857496,9.206874260756654,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d3c,Centrale,Tchaoudjo,Tchaoudjo 2,Lama-Tessi,"Moov, Togocom",POINT (1.0715466666666666 8.847355),1.0715466666666666,8.847355,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d3b,Centrale,Tchaoudjo,Tchaoudjo 1,Kparataou,"Moov, Togocom",POINT (1.2673649999999999 8.873423333333333),1.2673649999999999,8.873423333333333,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d3a,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),"Moov, Togocom",POINT (1.152805332191118 8.967348220523268),1.152805332191118,8.967348220523268,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d39,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Togocom,POINT (1.1459019161233979 8.981232101612957),1.1459019161233979,8.981232101612957,Togocom,Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d38,Centrale,Tchaoudjo,Tchaoudjo 1,Kparataou,"Moov, Togocom",POINT (1.26617 8.874813333333332),1.26617,8.874813333333332,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d37,Centrale,Tchaoudjo,Tchaoudjo 1,Kpangalam,"Moov, Togocom",POINT (1.1335346901094072 9.00638451573464),1.1335346901094072,9.00638451573464,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d36,Centrale,Tchaoudjo,Tchaoudjo 1,Kadambara,"Moov, Togocom",POINT (1.181731636573801 8.952493194416403),1.181731636573801,8.952493194416403,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d35,Centrale,Tchaoudjo,Tchaoudjo 3,Aléhéridè,"Moov, Togocom",POINT (1.2011783333333335 9.206128333333334),1.2011783333333335,9.206128333333334,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d34,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Togocom,POINT (1.1419216666666667 8.989608333333333),1.1419216666666667,8.989608333333333,Togocom,Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d33,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Togocom,POINT (1.143780181738791 8.98200576575871),1.143780181738791,8.98200576575871,Togocom,Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d32,Centrale,Tchaoudjo,Tchaoudjo 2,Lama-Tessi,"Moov, Togocom",POINT (1.0716925333375933 8.845853468600735),1.0716925333375933,8.845853468600735,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d31,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),"Moov, Togocom",POINT (1.1447733333333334 8.963341666666668),1.1447733333333334,8.963341666666668,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d30,Centrale,Tchaoudjo,Tchaoudjo 2,Lama-Tessi,"Moov, Togocom",POINT (1.0733110416533542 8.843624793910168),1.0733110416533542,8.843624793910168,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d2f,Centrale,Tchaoudjo,Tchaoudjo 2,Lama-Tessi,"Moov, Togocom",POINT (1.073410916650692 8.843529946768891),1.073410916650692,8.843529946768891,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-1d2e,Centrale,Tchaoudjo,Tchaoudjo 3,Aléhéridè,Togocom,POINT (1.2009483333333333 9.205271666666667),1.2009483333333333,9.205271666666667,Togocom,Intérieur
